sample-id,depth-1_iter-1,depth-1_iter-2,depth-1_iter-3,depth-1_iter-4,depth-1_iter-5,depth-1_iter-6,depth-1_iter-7,depth-1_iter-8,depth-1_iter-9,depth-1_iter-10,depth-631_iter-1,depth-631_iter-2,depth-631_iter-3,depth-631_iter-4,depth-631_iter-5,depth-631_iter-6,depth-631_iter-7,depth-631_iter-8,depth-631_iter-9,depth-631_iter-10,depth-1262_iter-1,depth-1262_iter-2,depth-1262_iter-3,depth-1262_iter-4,depth-1262_iter-5,depth-1262_iter-6,depth-1262_iter-7,depth-1262_iter-8,depth-1262_iter-9,depth-1262_iter-10,depth-1893_iter-1,depth-1893_iter-2,depth-1893_iter-3,depth-1893_iter-4,depth-1893_iter-5,depth-1893_iter-6,depth-1893_iter-7,depth-1893_iter-8,depth-1893_iter-9,depth-1893_iter-10,depth-2523_iter-1,depth-2523_iter-2,depth-2523_iter-3,depth-2523_iter-4,depth-2523_iter-5,depth-2523_iter-6,depth-2523_iter-7,depth-2523_iter-8,depth-2523_iter-9,depth-2523_iter-10,depth-3154_iter-1,depth-3154_iter-2,depth-3154_iter-3,depth-3154_iter-4,depth-3154_iter-5,depth-3154_iter-6,depth-3154_iter-7,depth-3154_iter-8,depth-3154_iter-9,depth-3154_iter-10,depth-3785_iter-1,depth-3785_iter-2,depth-3785_iter-3,depth-3785_iter-4,depth-3785_iter-5,depth-3785_iter-6,depth-3785_iter-7,depth-3785_iter-8,depth-3785_iter-9,depth-3785_iter-10,depth-4415_iter-1,depth-4415_iter-2,depth-4415_iter-3,depth-4415_iter-4,depth-4415_iter-5,depth-4415_iter-6,depth-4415_iter-7,depth-4415_iter-8,depth-4415_iter-9,depth-4415_iter-10,depth-5046_iter-1,depth-5046_iter-2,depth-5046_iter-3,depth-5046_iter-4,depth-5046_iter-5,depth-5046_iter-6,depth-5046_iter-7,depth-5046_iter-8,depth-5046_iter-9,depth-5046_iter-10,depth-5677_iter-1,depth-5677_iter-2,depth-5677_iter-3,depth-5677_iter-4,depth-5677_iter-5,depth-5677_iter-6,depth-5677_iter-7,depth-5677_iter-8,depth-5677_iter-9,depth-5677_iter-10,Size,Reef_Habitat,Location,Latitude_Longitude
E7,0.4693325201397931,0.6455904086281428,0.4693325201397931,0.4735516329352998,0.6497859158318828,0.4564340715748987,0.4564340715748987,0.4693325201397931,0.435376907919923,0.6455904086281428,1.7389656536419724,1.5828923958190702,1.588141714539423,1.6590642086717318,1.5743684028008378,1.6777333140964266,1.7707234217330883,1.675983069047613,1.5800311111983691,1.5864913315302371,1.7547667840155419,1.8169258240270074,1.890009738186774,1.7991328299928018,1.7263314718040284,1.822021969398223,1.9658059744172545,1.8079106894912775,1.8481038729912957,1.7735421915838225,2.019558890037757,1.8004281986757538,1.808208413760608,2.060078485008065,1.9024338665379652,2.032610326977064,1.7934819207488069,1.687876292774193,1.8975333715271443,1.9872053992708367,2.04036003853739,2.024245829293122,2.0234253003327245,1.927236833115657,2.041944013635635,1.9645239660524578,2.0642035407427937,1.9634851348360223,2.035295142641569,2.034047854669128,2.058716121543595,2.0206191352982312,2.033163643978272,2.0638273750741645,2.0721117294807225,2.0814611876448685,1.9901852996153826,1.9285321124603194,2.089867819514522,2.041946971859519,2.062956247770353,2.085630666511648,2.054590776732046,2.0544947648251837,1.9919019216445428,2.0372949272225087,2.0939961495348745,1.9285732513067466,2.0545907697471266,2.0683348239870303,2.0939961495348745,2.0897560233081167,2.089771819592579,2.081393500493694,2.089771824592579,2.0939961445348745,2.089867824514522,2.0939961395348745,2.089758981532001,2.072571991989904,2.0939961495348745,2.0939961495348745,2.0939961395348745,2.0939961495348745,2.0546036228077047,2.0939961445348745,2.0939961495348745,2.062956257770353,2.0939961495348745,2.085589512665221,2.0939961495348745,2.0939961495348745,2.0939961495348745,2.0939961495348745,2.062956257770353,2.0939961495348745,2.089867834514522,2.0939961495348745,2.0939961495348745,2.0939961495348745,ThreePointFive,Reef Rubble,Culebra,"18.302451, -65.309386"
H1,0.4564340715748987,0.6497859158318828,0.6497859158318828,0.6455904086281428,0.6455904086281428,0.5532966894097626,0.6455904086281428,0.6497859158318828,0.6455904086281428,0.43098219925297254,2.0028463752771204,1.872747414861149,2.1501537799374693,2.0430963265831905,2.1958991636410086,2.19507766443344,1.9793880185526103,2.164777386637259,1.8455899283995074,2.0449367018632594,2.1738174285091665,2.0473257779822434,2.174234413657612,1.896044392520833,2.347643919480274,1.9610534701431206,2.0110198947244444,2.3556148836729576,2.022145143626529,2.228277068746158,2.4341077858838984,2.428832849037292,2.1231336224920034,2.3822560039746357,2.4681842415210506,2.2287731230890753,2.0350003126230263,2.074515241801468,2.2300568544994737,2.4304087045219442,2.2168928710896694,2.4440124334732887,2.485091544527168,2.2553264565278863,2.5037488045672296,2.467782595034296,2.1235117317621683,2.331712669639547,2.4575212483259734,2.2828371453891765,2.5041269138373945,2.512980332658623,2.278599974592335,2.341228588774228,2.512980332658623,2.512980332658623,2.447025965257907,2.427832876568508,2.5087431907327815,2.4465546544455874,2.4511709363409744,2.4511709363409744,2.319727385942821,2.512980337658623,2.512980332658623,2.512980337658623,2.4440124434732886,2.4511709363409744,2.512980337658623,2.4465546494455874,2.512980332658623,2.4511709363409744,2.512980332658623,2.512980337658623,2.512980337658623,2.512980337658623,2.4511709313409744,2.512980337658623,2.4511709363409744,2.512980337658623,2.512980337658623,2.512980337658623,2.512980337658623,2.512980337658623,2.512980337658623,2.4511709363409744,2.512980337658623,2.512980337658623,2.512980332658623,2.512980337658623,,,,,,,,,,,Two,Rocks,Guanica,"17.934784, -66.957102"
D1,0.4564340715748987,0.4517052076278052,0.4517052076278052,0.4517052076278052,0.4267667841514742,0.4735516329352998,0.4564340715748987,0.4311525539843535,0.4564340715748987,0.43098219925297254,3.1715477434519364,3.0671377064204206,2.976828080394582,2.8776666029046716,2.6362002850345614,2.910889022402654,3.0667230204946536,3.03599681751151,2.741541596635553,2.8447539184458557,3.379215511056509,3.548044829566034,3.6074731535659854,3.661759568825905,3.630398729600316,3.810720377705872,3.805660137722655,3.6511173826534833,3.50587248986641,3.598414698009649,4.004452139321982,3.7474912360478183,3.999964398511532,4.061314730176701,3.992391126188838,3.7386882663321397,3.5298312044766162,3.53394268258339,3.7298245799442946,3.8818611186805256,4.149490088648552,3.818365825497937,4.1061316122582685,4.031898031289654,4.096817519916458,4.090050236943803,4.057156554823978,3.803448206237906,4.182500242190672,4.189108803215402,4.225948611430518,4.057887480994923,4.1939213585795825,3.9317207294855088,3.901569799455119,4.210995778376473,4.111995964589494,4.029377043403379,4.162925973225079,4.091560643178379,4.1097182319838375,4.1100199564059,4.119358240439522,3.909951340243338,4.221743976510095,4.194863443762419,4.10007720304316,4.124659461835636,4.2273356033536515,4.237594439903087,4.201240144482779,4.237143790726634,4.24179906482351,4.197035519562355,4.221988168235562,4.217332889138686,4.24179906982351,4.233065358961474,4.104155654808319,4.164573749095556,4.24179906982351,4.24179905982351,4.23293917080621,4.237143800726633,4.24179906982351,4.237561901820636,4.237561896820637,4.2417990748235095,4.228410074864598,4.228731050411052,4.24179906982351,4.24179906982351,4.2417990748235095,4.2417990748235095,4.2417990748235095,4.2417990748235095,4.2417990748235095,4.2417990748235095,4.237594434903087,4.24179906482351,TwoPointFive,Seagrass,Luquillo,"18.387573, -65.719616"
G6,0.4517052076278052,0.39192947965926406,0.4735516329352998,0.4517052076278052,0.4517052076278052,0.4564340715748987,0.4517052076278052,0.3871782387023961,0.4517052076278052,0.4735516329352998,2.097346071592847,2.248135270599557,2.0128638468124413,2.8236733432357894,2.337951206749705,2.7406148783371496,2.376421501443071,2.3119586337787794,2.095578428552259,2.6714087962660025,2.530524438538714,2.795116389485354,2.6094110304601865,3.008964433381849,2.65734795554515,2.5464813397518715,2.7284275053134257,2.9152809094702894,2.6167129584247824,2.7360406196392972,2.933078761304851,3.088331072393778,3.071571585449397,2.9417682954466886,2.8070209816907314,2.8587328957750446,2.8517530949372665,2.4729589347313956,2.9438574749562756,2.781784153414623,2.9570565120496433,3.1459605697185853,3.13200635023322,3.099042968307087,3.07911976389506,2.977219921697744,3.020485164415244,2.815913122660064,3.0586289745211435,3.010625301731483,3.150111905612563,3.0544988964384796,3.154327310469513,3.1459710485933723,2.8459829666399146,3.1326811021872545,3.1460243586198176,2.9631806534998324,3.154327310469513,3.1326810911872545,3.0106998605692423,3.154327310469513,3.150111911612563,3.1418089477628675,3.0728437008083547,3.078507225052816,3.1501651996390083,3.1459710535933723,3.1459710545933723,3.1501651986390082,3.154327316469513,3.154327316469513,3.154327316469513,3.154327310469513,3.154327310469513,3.154327310469513,3.150111906612563,3.150111900612563,3.154327310469513,3.1460243576198175,3.154327316469513,3.1501864644503224,3.154327316469513,3.154327316469513,3.046882670632564,3.1418089587628675,3.154327316469513,3.154327316469513,3.154327310469513,3.154327311469513,,,,,,,,,,,TwoPointFive,Spur & Groove Reef,Ceiba,"18.218831, -65.604282"
G4,0.6449414081637155,0.6497859158318828,0.6497859158318828,0.6497859158318828,0.6455904086281428,0.5490595402544534,0.6491421322395348,0.41429966163701293,0.6449414081637155,0.6497859158318828,2.4525931688335403,2.0768752314215595,1.952190187609101,1.8460034370966527,2.531074268912751,2.081329342788722,2.281403378486491,2.19081509824215,2.1921062151628394,2.362394665736563,2.4547090641402285,2.6517555994509534,2.603101231456135,2.386504951347062,2.433590725233633,2.589456136728881,2.699345818767839,2.1461637576929955,2.6127954495958714,2.5526472739123385,2.610163507663347,2.631438863021684,2.813682427088974,2.8218632016915897,2.6308868528184837,2.4271191357127577,2.7598580396970633,2.8794563611914388,2.7471616769097476,2.7516783498172632,2.7946307680759173,2.88544552180126,2.850391396909502,2.870467916253504,2.817626051849506,2.8121377927196196,2.813682442088974,2.6176278913687137,2.8854455148163405,2.8715179201800445,2.8944339697542754,2.8986711126114395,2.8939198326612976,2.859379819716808,2.894433939608566,2.8986711126114395,2.8944339697542754,2.8901967967514017,2.8986711076114395,2.875829631119516,2.8986711126114395,2.8616686115334895,2.8616686115334895,2.894433944608566,2.8986711126114395,2.894433944608566,2.8944339697542754,2.8986711126114395,2.8424488377119568,2.8842076511415806,2.8986711126114395,2.8986711126114395,2.8986711126114395,2.8986711126114395,2.8986711126114395,2.8986711126114395,2.8986711126114395,2.8986711126114395,2.8986711126114395,2.8986711126114395,,,,,,,,,,,,,,,,,,,,,TwoPointFive,Spur & Groove Reef,Ceiba,"18.218831, -65.604282"
G5,0.4564340715748987,0.4517052076278052,0.4564340715748987,0.3871782387023961,0.4517052076278052,0.4517052076278052,0.41429966163701293,0.4517052076278052,0.4517052076278052,0.4564340715748987,1.9359618602807651,1.800074929420186,1.988805503609719,2.204796599738581,2.1694521676304768,1.9921134119409154,2.459437531566647,1.8079482303488086,2.0038679119103775,2.295574395966066,2.3930406702060862,2.2977944288015637,2.6484086593922838,2.4122404310813614,2.4755549290178784,2.2937006431536004,2.3302974478885803,2.163784158441367,2.3034882481754098,2.46888174864197,2.5378216167581793,2.7176685364878246,2.5278223912541433,2.4736650197436627,2.5373569554667683,2.3930248383102533,2.3709326704576883,2.4932952214690705,2.5822318552663144,2.514737368929989,2.3383085455415364,2.7176365753362735,2.722419825506644,2.722419835506644,2.66760750382271,2.7128852903861316,2.686710755464868,2.510609057978314,2.7181954765710743,2.615630711087273,2.717668536464389,2.722419835506644,2.7265481455269964,2.591223647476421,2.5372609215515514,2.687365710614886,2.7181954815710743,2.7176365703362735,2.7265481505269964,2.7265481405269965,2.721764890356626,2.7265481505269964,2.721764890356626,2.7176365703362735,2.7265481505269964,2.721764890356626,2.721764890356626,2.721764890356626,2.721764890356626,2.721764890356626,2.7265481505269964,2.7265481455269964,2.721764890356626,2.721764885356626,2.7265481505269964,2.686710760464868,2.722419830506644,2.7265481505269964,2.722419830506644,2.722323796591427,2.721764890356626,2.7265481505269964,2.7265481455269964,2.7265481505269964,2.7265481505269964,2.7265481505269964,2.7265481505269964,2.722419835506644,2.7265481505269964,2.7265481505269964,,,,,,,,,,,TwoPointFive,Patch Reef,Ceiba,"18.218831, -65.604282"
A4,0.5573911062498831,0.5383344370580363,0.4564340715748987,0.5573911062498831,0.4564340715748987,0.4517052076278052,0.4268278669274497,0.4517052076278052,0.5615637253387069,0.4693325201397931,3.2683281641947675,2.896469828530153,3.133317373336048,3.507592553969499,3.241123712500882,3.383405253811915,3.1561736965536658,3.0330402618825327,3.1210771872703758,3.7344442980275296,3.9663527096543216,3.442342178828919,4.1757454757557255,3.650989165683571,3.0695832396534417,3.797938001839467,3.697655924039645,3.6505631111483776,4.004213981117534,3.699058342123549,4.182891314170735,3.8152581261496374,4.199287063549262,3.597062607082951,3.7033476976947783,3.6307649853664765,3.687330664853978,4.022556989629502,3.3523734095588895,3.733019178275821,4.263521620615016,3.805637982750873,4.072989906139031,4.171455082002746,3.936440166437598,4.016396495399596,3.775860255004438,4.075274918824576,3.8584578472620614,4.062434106118696,4.265643802235163,4.0675003537454755,4.303047226207469,4.286937837840589,4.095322752944183,3.9653180384112785,4.083217370774316,4.040250795313688,4.195299664565772,4.281938395516425,4.275896370464414,4.134716251727572,4.286937842840588,4.109516169341419,4.126896814031005,4.300200806518495,4.066291229754046,4.028889589676535,4.107795911184379,4.113140227792263,4.340551219689527,4.322735671694257,4.319676806027868,4.346060243763408,4.103936019804047,4.350284568705703,4.301311514149287,4.10092448640148,4.355035850640766,4.271812346038516,4.359652137536152,4.3596521325361515,4.333611698095794,4.3596521325361515,4.340551219689527,4.359652137536152,4.316953683325499,4.35071670279239,4.316953698325499,4.122280542135617,4.338227979991181,4.359652137536152,4.333611698095794,4.3550358556407645,4.359652137536152,4.359652137536152,4.338227979991181,4.3596521325361515,4.359652137536152,4.316953698325499,TwoPointFive,Rocky Reef,Rincon,"18.343114, -67.260138"
F2,0.4517052076278052,0.4564340715748987,0.4564340715748987,0.4693325201397931,0.4735516329352998,0.41429966163701293,0.4517052076278052,0.4564340715748987,0.4517052076278052,0.4564340715748987,2.1380629504248296,2.1042224930737947,1.7436724239760637,1.7255981844405661,1.9369528849758004,2.0344636741232907,2.204162856245813,1.8063989933078872,1.4909093643224849,1.858204289632741,2.038577014459934,2.0046892228835924,2.4171784342680365,2.014937964469174,1.580453796391084,1.9832457670903274,2.3378959175321596,2.0764425064257805,1.901768835012029,2.145195057143461,2.0928909859232876,2.0393702037057824,2.296365227444914,2.10264010842833,2.2346188379922443,2.3961705606308548,2.2349257262780315,2.328962931677672,1.88403533215368,2.289240422774381,2.161961482419216,2.3831770486960595,2.3821243403762784,2.405117387853414,2.4046632107583705,2.2470109090227397,2.2428062901023167,2.400501100958027,2.278541123541587,2.3961934937156095,2.3915771908202226,2.3868756293950977,2.3490254162115876,2.4171784752680363,2.36947409374318,2.4173134783914687,2.3775080744808914,2.2105985773266785,2.4173134783914687,2.400944777734429,2.4219297542868556,2.4171784802680363,2.399911942739551,2.4177342310831156,2.4171784702680363,2.4046632107583705,2.4046632217583706,2.4131179501877287,2.4092794976537575,2.3919888637951865,2.4092794976537575,2.4219297592868556,2.4219297542868556,2.4177251243664326,2.4129738503476132,2.4219297592868556,2.4219297542868556,2.4219297542868556,2.4171784802680363,2.4219297592868556,2.4219297592868556,2.4092794976537575,2.4219297592868556,2.4219297592868556,2.4219297592868556,2.4219297592868556,2.4219297592868556,2.4219297592868556,2.4092794976537575,2.4219297592868556,,,,,,,,,,,OnePointFive,Rocks,Guayama,"17.929801, -66.158912"
G7,0.6497859158318828,0.6539130376069044,0.6539130376069044,0.4268278669274497,0.4564340715748987,0.6497859158318828,0.380765143537352,0.6455904086281428,0.4517052076278052,0.4517052076278052,1.8492350534440205,1.8255892405539176,1.4927669357168134,1.6715077578389748,1.63509160552268,2.095465427534394,1.811588834996464,1.9424082562814484,1.7595999820457502,1.7464122173223577,1.859630597581281,1.8931177069045875,1.8495836637734895,2.251284052222703,2.396893665387302,1.867126081850898,2.3566979890416224,2.307351804065525,1.8218597382268378,2.310465680482381,2.4905748697177152,2.259758404380886,2.4989013266684523,2.3493087489441242,2.4039319251739437,2.0509654026892274,2.3173236033710127,2.357165111084953,2.1770703877632185,2.0121120793793894,2.386725222372152,2.2583463542691247,2.208269092721841,2.16659096829284,2.349897936155874,2.4177889129778745,1.9482290010495857,2.02666784572707,2.1987324811406164,2.012626181624803,2.4430375415532293,2.49903636981532,2.237124501530054,2.3571738078203968,2.098945008736737,2.264086033485803,2.176877841645046,2.5078898165075483,2.503652635710707,2.5078898215075482,2.3581622106363525,2.5078898115075483,2.5031385224652936,2.5032735506121613,2.413299536111585,2.362913509678607,2.35829723378322,2.49903635881532,2.4086832452161984,2.503652645710707,2.5078898215075482,2.503652640710707,2.4039319511739436,2.507889831507548,2.5078898215075482,2.413299536111585,2.507889831507548,2.362913514678607,2.503652645710707,2.4132995211115853,2.503652655710707,2.5032735556121612,2.507889826507548,2.507889831507548,2.507889831507548,2.503652650710707,2.507889831507548,2.503652650710707,2.507889831507548,2.507889831507548,2.507889831507548,2.507889826507548,2.507889831507548,2.507889831507548,2.507889826507548,2.507889831507548,2.507889831507548,2.507889831507548,2.507889831507548,2.507889831507548,TwoPointFive,Patch Reef,Ceiba,"18.218831, -65.604282"
A8,0.4564340715748987,0.41429966163701293,0.3871782387023961,0.4268278669274497,0.4517052076278052,0.4930532081052661,0.4311525539843535,0.39192947965926406,0.39192947965926406,0.4564340715748987,1.8399825227689406,2.622946363600909,2.3776543117381057,1.924121707336293,2.078844021069587,2.462506263709634,1.9283916596575996,2.568803447246948,2.7927328599333663,2.314024012561085,2.962385590288883,2.2692229654122382,2.807225332642489,2.678194006364105,2.8184812777985497,2.4455571676565775,2.4004185106087714,2.7690258014081115,2.3462562141958387,2.741781311721243,2.7681396869934454,2.8224296457766,2.772439261136431,2.8737823538125613,2.8310150781986763,2.4683421765097537,2.878110678325651,2.8842317302656344,2.894605549786213,2.914173499659459,2.880376416380998,2.6411241940911556,2.9804013809961623,2.797595077752258,2.9500604508389703,2.9659323632022265,3.0370458419832183,2.669563763798577,2.994347392772565,3.037033047008027,2.8333169621360472,3.041270185918788,3.036518905968646,2.9456904587629404,2.9794533773957195,2.9301153762023593,2.8842189572753623,2.9220356883821537,2.905144555685351,2.988534536114054,3.045507351936742,3.002808917726089,3.045507356936742,3.041270185918788,3.045507351936742,3.045507356936742,2.9689712845186484,3.045507346936742,3.0365189350607587,3.045507356936742,3.045507356936742,3.045507356936742,3.002808922726089,3.0412702200109005,3.045507356936742,3.002808917726089,3.045507361936742,3.045507351936742,3.002808922726089,2.927354812690958,3.045507361936742,3.045507361936742,3.045507361936742,3.045507361936742,3.045507361936742,3.045507361936742,3.045507361936742,3.045507361936742,3.045507361936742,3.045507361936742,,,,,,,,,,,Three,Rocky Reef,Rincon,"18.343114, -67.260138"
